24845,24852,public,django_migrations,django_migrations_pkey,0,0,0
24856,24860,public,django_content_type,django_content_type_pkey,0,0,0
24856,24862,public,django_content_type,django_content_type_app_label_model_76bd3d3b_uniq,0,0,0
24866,24870,public,auth_permission,auth_permission_pkey,0,0,0
24874,24878,public,auth_group,auth_group_pkey,0,0,0
24884,24888,public,auth_group_permissions,auth_group_permissions_pkey,0,0,0
24892,24896,public,auth_user,auth_user_pkey,0,0,0
24902,24906,public,auth_user_groups,auth_user_groups_pkey,0,0,0
24910,24914,public,auth_user_user_permissions,auth_user_user_permissions_pkey,0,0,0
24866,24916,public,auth_permission,auth_permission_content_type_id_codename_01ab375a_uniq,0,0,0
24866,24923,public,auth_permission,auth_permission_content_type_id_2f476e4b,0,0,0
24884,24925,public,auth_group_permissions,auth_group_permissions_group_id_permission_id_0cd325b0_uniq,0,0,0
24884,24937,public,auth_group_permissions,auth_group_permissions_group_id_b120cbf9,0,0,0
24884,24938,public,auth_group_permissions,auth_group_permissions_permission_id_84c5c92e,0,0,0
24902,24940,public,auth_user_groups,auth_user_groups_user_id_group_id_94350c0c_uniq,0,0,0
24902,24952,public,auth_user_groups,auth_user_groups_user_id_6a12ed8b,0,0,0
24902,24953,public,auth_user_groups,auth_user_groups_group_id_97559544,0,0,0
24910,24954,public,auth_user_user_permissions,auth_user_user_permissions_user_id_permission_id_14a6b632_uniq,0,0,0
24910,24966,public,auth_user_user_permissions,auth_user_user_permissions_user_id_a95ead1b,0,0,0
24910,24967,public,auth_user_user_permissions,auth_user_user_permissions_permission_id_1fbb5f2c,0,0,0
24970,24978,public,django_admin_log,django_admin_log_pkey,0,0,0
24970,24990,public,django_admin_log,django_admin_log_content_type_id_c4bce8eb,0,0,0
24970,24991,public,django_admin_log,django_admin_log_user_id_c564eba6,0,0,0
24994,25001,public,api_document,api_document_pkey,0,0,0
25005,25009,public,api_nature,api_nature_pkey,0,0,0
25013,25017,public,api_region,api_region_pkey,0,0,0
25021,25025,public,api_pays,api_pays_pkey,0,0,0
25029,25033,public,api_pays_documents,api_pays_documents_pkey,0,0,0
25021,25050,public,api_pays,api_pays_continent_id_815155c3,0,0,0
25029,25051,public,api_pays_documents,api_pays_documents_pays_id_document_id_4c0960cc_uniq,0,0,0
25029,25063,public,api_pays_documents,api_pays_documents_pays_id_95dc241a,0,0,0
25029,25064,public,api_pays_documents,api_pays_documents_document_id_3f0cad42,0,0,0
24994,25065,public,api_document,api_document_nature_id_f4113aca,0,0,0
24994,25066,public,api_document,api_document_user_id_fffdf76b,0,0,0
24892,25067,public,auth_user,auth_user_username_key,0,0,0
24892,25069,public,auth_user,auth_user_username_6821ab7c_like,0,0,0
24874,25073,public,auth_group,auth_group_name_key,0,0,0
24874,25075,public,auth_group,auth_group_name_a6ea08ec_like,0,0,0
25076,25082,public,django_session,django_session_pkey,0,0,0
25076,25084,public,django_session,django_session_session_key_c0390e0f_like,0,0,0
25076,25085,public,django_session,django_session_expire_date_a5c62663,0,0,0
